category,company_name,product_name,crawl_date,가격요소주계약기준_계약체결비용지수_계약체결비용지수_남자,가격요소주계약기준_계약체결비용지수_계약체결비용지수_여자,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_최저보증이율,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_현재공시이율,가격요소주계약기준_금리부가방식_및_적용금리_금리확정형_확정이율,가격요소주계약기준_보장범위지수_보장범위지수_암입원,가격요소주계약기준_보장범위지수_보장범위지수_암진단,가격요소주계약기준_보험가격지수_보험가격지수_남자,가격요소주계약기준_보험가격지수_보험가격지수_여자,가격요소주계약기준_부가보험료지수_부가보험료지수_남자,가격요소주계약기준_부가보험료지수_부가보험료지수_여자,보장내용_및_보험료_구분_구분_구분,보장내용_및_보험료_급부명칭_급부명칭_급부명칭,보장내용_및_보험료_보험료_보험료_가입금액,보장내용_및_보험료_보험료_보험료_남자,보장내용_및_보험료_보험료_보험료_여자,보장내용_및_보험료_지급금액_지급금액_지급금액,보장내용_및_보험료_지급사유_지급사유_지급사유,보험회사명_보험회사명_보험회사명_보험회사명,상품명_상품명_상품명_상품명,상품운용_대표번호_대표번호_대표번호,상품운용_특이사항_특이사항_특이사항,상품운용_판매일자_판매일자_판매일자,상품운용_판매채널_판매채널_판매채널,상품특징_갱신주기_갱신주기_갱신주기,상품특징_유니버셜_유니버셜_유니버셜,상품특징_해약환급금_해약환급금_해약환급금
암보험,흥국생명,(무)흥국생명다재다능종합보험,2025-09-25 17:21:27,-,-,-,-,3.00 %,-,101.1 %,86.8 %,84.7 %,-,-,특약,(무)수술보장특약Ⅲ,"1,000만원",13200  원,"13,100  원","1종 : 20만원 2종 : 50만원 3종 : 100만원 4종 : 500만원 5종 : 1,000만원",피보험자가 보험기간 중 보장개시일 이후에 질병 또는 재해로 인하여 그 치료를 직접 목적으로 별표3(1~5종 수술분류표)에서 정한 수술을 받았을 때(수술 1회당),흥국생명,(무)흥국생명다재다능종합보험,1588-2288,"1. 가입나이 : 0세 ~ 30세(단, 성별, 보험기간, 납입기간별 차등적용) 2. 보험기간 : 30세만기, 90세만기, 100세만기 3. 보험료 예시 및 보험가격지수 산출기준 : 2종(표준형), 2형(암보장형), 주보험 가입금액 3,000만원, (무)소액암보장특약Ⅶ 가입금액 600만원, 5세, 100세만기, 20년납, 월납 4. 보장범위지수 산출기준 : 2종(표준형), 2형(암보장형), 주보험 가입금액 1,000만원, (무)소액암보장특약Ⅶ 가입금액 200만원, 40세 남자, 10년만기, 전기납, 월납",2025-04-01,TM,비갱신형,비유니버셜,순수보장
암보험,흥국생명,(무)흥국생명다재다능종합보험,2025-09-25 17:21:27,-,-,-,-,3.00 %,-,101.1 %,86.8 %,84.7 %,-,-,특약,(무)뇌혈관질환진단특약Ⅱ,"1,000만원",4300  원,"3,900  원",가입금액의 100%,"피보험자가 보험기간 중 보장개시일 이후에 뇌혈관질환으로 진단확정 되었을 때 (다만, 뇌혈관질환(신생아 뇌출혈 제외), 신생아 뇌출혈 각 최초 1회에 한함)",흥국생명,(무)흥국생명다재다능종합보험,1588-2288,"1. 가입나이 : 0세 ~ 30세(단, 성별, 보험기간, 납입기간별 차등적용) 2. 보험기간 : 30세만기, 90세만기, 100세만기 3. 보험료 예시 및 보험가격지수 산출기준 : 2종(표준형), 2형(암보장형), 주보험 가입금액 3,000만원, (무)소액암보장특약Ⅶ 가입금액 600만원, 5세, 100세만기, 20년납, 월납 4. 보장범위지수 산출기준 : 2종(표준형), 2형(암보장형), 주보험 가입금액 1,000만원, (무)소액암보장특약Ⅶ 가입금액 200만원, 40세 남자, 10년만기, 전기납, 월납",2025-04-01,TM,비갱신형,비유니버셜,순수보장
암보험,교보생명,교보간편통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,주계약,암진단보험금,"3,000만원",68850  원,"46,650  원","1년이상 3,000만원 1년미만 1500만원","피보험자가 보험기간 중 암보장개시일 이후에 “암”으로 진단확정되었을 경우(다만, 최초 1회의 진단확정에 한함)",교보생명,교보간편통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,특약,무배당 소액암진단특약(간편가입/갱신형)Ⅲ 2형,"1,000만원",890  원,"2,810  원",1년이상 200만원 1년미만 100만원,"피보험자가 보험기간 중 기타피부암으로 진단확정되었을 경우 (다만, 최초 1회의 진단확정에 한함) ※ 이외 보장담보는 상품요약서 참조",교보생명,교보간편통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,특약,무배당 표적항암약물허가치료특약(간편가입/갱신형)2형,"1,000만원",890  원,"1,540  원","2년이상 1,000만원 2년미만 500만원","피보험자가 이 특약의 보험기간 중 암보장개시일 이후에 “암”으로 진단 확정되거나 보장개시일 이후에 “기타피부암” 또는 “갑상선암”으로 진단 확정되고, 그 “암”, “기타피부암” 또는 “갑상선암”의 직접적인 치료를 목적으로 “표적항암약물허가치료”를 받은 경우(다만, 최초 1회에 한함)",교보생명,교보간편통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,특약,무배당 항암방사선약물치료특약(간편가입),"1,000만원",1159  원,"1,189  원",1년이상 100만원 1년미만 50만원,피보험자가 이 특약의 보험기간 중 일반암 보장개시일 이후에 일반암으로 진단이 확정되고 그 일반암의 직접적인 치료를 목적으로 “항암방사선치료”를 받은 경우 또는 이 특약의 보험기간 중 소액암으로 진단이 확정되고 그 소액암의 직접적인 치료를 목적으로 “항암방사선치료”를 받은 경우 ※ 이외 보장담보는 상품요약서 참조,교보생명,교보간편통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,특약,무배당 암직접치료입원특약(요양병원제외)(간편가입/갱신형)Ⅱ,"1,000만원",1500  원,"2,300  원",입원일수 1일당 5만원,피보험자가 이 특약의 보험기간 중 암보장개시일 이후에 암으로 진단이 확정되고 그 암의 직접적인 치료를 목적으로 1일 이상 입원하였을 경우(1회 입원당 120일 한도) ※ 이외 보장담보는 상품요약서 참조,교보생명,교보간편통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 (무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,주계약,암진단보험금,"3,000만원",68850  원,"46,650  원","1년이상 3,000만원 1년미만 1500만원","피보험자가 보험기간 중 암보장개시일 이후에 “암”으로 진단확정되었을 경우(다만, 최초 1회의 진단확정에 한함)",교보생명,교보간편통합암보험 (무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,대면채널,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 (무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,특약,무배당 소액암진단특약(간편가입/갱신형)Ⅲ 2형,"1,000만원",890  원,"2,810  원",1년이상 200만원 1년미만 100만원,"피보험자가 보험기간 중 기타피부암으로 진단확정되었을 경우 (다만, 최초 1회의 진단확정에 한함) ※ 이외 보장담보는 상품요약서 참조",교보생명,교보간편통합암보험 (무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,대면채널,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 (무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,특약,무배당 표적항암약물허가치료특약(간편가입/갱신형)2형,"1,000만원",890  원,"1,540  원","2년이상 1,000만원 2년미만 500만원","피보험자가 이 특약의 보험기간 중 암보장개시일 이후에 “암”으로 진단 확정되거나 보장개시일 이후에 “기타피부암” 또는 “갑상선암”으로 진단 확정되고, 그 “암”, “기타피부암” 또는 “갑상선암”의 직접적인 치료를 목적으로 “표적항암약물허가치료”를 받은 경우(다만, 최초 1회에 한함)",교보생명,교보간편통합암보험 (무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,대면채널,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 (무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,특약,무배당 항암방사선약물치료특약(간편가입),"1,000만원",1159  원,"1,189  원",1년이상 100만원 1년미만 50만원,피보험자가 이 특약의 보험기간 중 일반암 보장개시일 이후에 일반암으로 진단이 확정되고 그 일반암의 직접적인 치료를 목적으로 “항암방사선치료”를 받은 경우 또는 이 특약의 보험기간 중 소액암으로 진단이 확정되고 그 소액암의 직접적인 치료를 목적으로 “항암방사선치료”를 받은 경우 ※ 이외 보장담보는 상품요약서 참조,교보생명,교보간편통합암보험 (무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,대면채널,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보간편통합암보험 (무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,79.7 %,105.3 %,104.1 %,-,-,특약,무배당 암직접치료입원특약(요양병원제외)(간편가입/갱신형)Ⅱ,"1,000만원",1500  원,"2,300  원",입원일수 1일당 5만원,피보험자가 이 특약의 보험기간 중 암보장개시일 이후에 암으로 진단이 확정되고 그 암의 직접적인 치료를 목적으로 1일 이상 입원하였을 경우(1회 입원당 120일 한도) ※ 이외 보장담보는 상품요약서 참조,교보생명,교보간편통합암보험 (무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납,100세만기(비갱신형),저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형) 2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형(R)",2025-04-01,대면채널,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,81.8 %,99.1 %,98.4 %,-,-,주계약,암진단보험금,"3,000만원",51000  원,"33,300  원","1년이상 3,000만원 1년미만 1500만원","피보험자가 보험기간 중 암보장개시일 이후에 “암”으로 진단확정되었을 경우(다만, 최초 1회의 진단확정에 한함)",교보생명,교보통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납, 100세만기(비갱신형), 저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(갱신형)2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,81.8 %,99.1 %,98.4 %,-,-,특약,무배당 소액암진단특약(갱신형)Ⅳ 2형,"1,000만원",500  원,"1,610  원",1년이상 200만원 1년미만 100만원,"피보험자가 보험기간 중 기타피부암으로 진단확정되었을 경우 (다만, 최초 1회의 진단확정에 한함) ※ 이외 보장담보는 상품요약서 참조",교보생명,교보통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납, 100세만기(비갱신형), 저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(갱신형)2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,81.8 %,99.1 %,98.4 %,-,-,특약,무배당 표적항암약물허가치료특약(갱신형)2형,"1,000만원",590  원,"1,060  원","2년이상 1,000만원 2년미만 500만원","피보험자가 암보장개시일 이후에 “암”으로 진단 확정되거나 보장개시일 이후에 “기타피부암” 또는 “갑상선암”으로 진단 확정되고, 그 “암”, “기타피부암” 또는 “갑상선암”의 직접적인 치료를 목적으로 “표적항암약물허가치료”를 받은 경우(다만, 최초 1회에 한함)",교보생명,교보통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납, 100세만기(비갱신형), 저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(갱신형)2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
암보험,교보생명,교보통합암보험 [D](무배당),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,81.8 %,99.1 %,98.4 %,-,-,특약,무배당 항암방사선약물치료특약Ⅲ,"1,000만원",945  원,921  원,1년이상 100만원 1년미만 50만원,피보험자가 이 특약의 보험기간 중 일반암 보장개시일 이후에 일반암으로 진단이 확정되고 그 일반암의 직접적인 치료를 목적으로 “항암방사선치료”를 받은 경우 또는 이 특약의 보험기간 중 소액암으로 진단이 확정되고 그 소액암의 직접적인 치료를 목적으로 “항암방사선치료”를 받은 경우 ※ 이외 보장담보는 상품요약서 참조,교보생명,교보통합암보험 [D](무배당),1588-1001,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납, 100세만기(비갱신형), 저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(갱신형)2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형",2025-04-01,TM,비갱신형,비유니버셜,무해지/저해지환급
