category,company_name,product_name,crawl_date,가격요소주계약기준_계약체결비용지수_계약체결비용지수_남자,가격요소주계약기준_계약체결비용지수_계약체결비용지수_여자,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_최저보증이율,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_현재공시이율,가격요소주계약기준_금리부가방식_및_적용금리_금리확정형_확정이율,가격요소주계약기준_보장범위지수_보장범위지수_암입원,가격요소주계약기준_보장범위지수_보장범위지수_암진단,가격요소주계약기준_보험가격지수_보험가격지수_남자,가격요소주계약기준_보험가격지수_보험가격지수_여자,가격요소주계약기준_부가보험료지수_부가보험료지수_남자,가격요소주계약기준_부가보험료지수_부가보험료지수_여자,보장내용_및_보험료_구분_구분_구분,보장내용_및_보험료_급부명칭_급부명칭_급부명칭,보장내용_및_보험료_보험료_보험료_가입금액,보장내용_및_보험료_보험료_보험료_남자,보장내용_및_보험료_보험료_보험료_여자,보장내용_및_보험료_지급금액_지급금액_지급금액,보장내용_및_보험료_지급사유_지급사유_지급사유,보험회사명_보험회사명_보험회사명_보험회사명,상품명_상품명_상품명_상품명,상품운용_대표번호_대표번호_대표번호,상품운용_특이사항_특이사항_특이사항,상품운용_판매일자_판매일자_판매일자,상품운용_판매채널_판매채널_판매채널,상품특징_갱신주기_갱신주기_갱신주기,상품특징_상품특징_상품특징_상품특징,상품특징_유니버셜_유니버셜_유니버셜,상품특징_최저보증사항_최저사망보험_부과방식_최저사망보험_부과방식,상품특징_최저보증사항_최저사망보험금_최저사망보험금,상품특징_최저보증사항_최저해약보험_부과방식_최저해약보험_부과방식,상품특징_최저보증사항_최저해약보험금_최저해약보험금,상품특징_해약환급금_해약환급금_해약환급금
암보험,DB생명,(무)e로운 암보험(갱신형)(2404),2025-09-25 16:48:48,-,-,-,-,3.00 %,-,110.7 %,91.2 %,85.4 %,-,-,특약,(무)특정항암호르몬약물허가치료보장특약Ⅱ(갱신형)(O),100만원,18  원,20  원,100만원,"암 보장개시일 이후 암 또는 보장개시일 이후 대장점막내암으로 진단 확정되고, 그 암 또는 대장점막내암의 직접적인 치료를 목적으로 특정항암호르몬약물허가치료를 받았을 때(최초1회한)",DB생명,(무)e로운 암보험(갱신형)(2404),1588-3131,"1. 보험기간 : 10년, 20년만기 갱신형, 최대 100세 만기 * 최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일로 한다. * 최종 갱신계약의 보험기간 만료일이 '10년만기의 경우 10년', '20년만기의 경우 20년' 미만일 경우에는 갱신일부터 최종 갱신계약의 보험기간 만료일까지를 보험기간으로 합니다. 2. 납입기간 : 전기납 3. 가입연령 : 만19세 ~ 최고 60세 4. 보험료 및 보험가격지수 예시기준 : 주계약 가입금액 3,000만원, 남/여 40세, 20년만기, 전기납, 월납 5. 보장범위지수 세부산출 기준 - 남자, 40세, 10년만기, 전기납, 월납, 최초계약기준 - 암 진단자금 1,000만원, 소액암(기타피부암, 갑상선암, 제자리암 및 경계성종양)진단자금 200만원 6. 선택특약 예시 기준 - (무)항암약물치료보장특약Ⅱ(갱신형)(O), (무)항암방사선치료보장특약Ⅱ(갱신형)(O), (무)특정항암호르몬약물허가치료보장특약Ⅱ(갱신형)(O), (무)항암양성자방사선치료보장특약Ⅱ(갱신형)(O): 10년만기 전기납 갱신형 * 기타 자세한 사항은 상품요약서 참조",2025-09-01,CM,갱신형,,비유니버셜,,,,,순수보장
암보험,DB생명,(무)e로운 암보험(갱신형)(2404),2025-09-25 16:48:48,-,-,-,-,3.00 %,-,110.7 %,91.2 %,85.4 %,-,-,특약,(무)항암양성자방사선치료보장특약Ⅱ(갱신형)(O),"1,000만원",190  원,250  원,"1,000만원","암 보장개시일 이후 암 또는 보장개시일 이후 기타피부암, 갑상선암, 대장점막내암으로 진단 확정되고, 그 암 또는 기타피부암, 갑상선암, 대장점막내암의 직접적인 치료를 목적으로 항암양성자방사선치료를 받았을 때(최초1회한)",DB생명,(무)e로운 암보험(갱신형)(2404),1588-3131,"1. 보험기간 : 10년, 20년만기 갱신형, 최대 100세 만기 * 최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일로 한다. * 최종 갱신계약의 보험기간 만료일이 '10년만기의 경우 10년', '20년만기의 경우 20년' 미만일 경우에는 갱신일부터 최종 갱신계약의 보험기간 만료일까지를 보험기간으로 합니다. 2. 납입기간 : 전기납 3. 가입연령 : 만19세 ~ 최고 60세 4. 보험료 및 보험가격지수 예시기준 : 주계약 가입금액 3,000만원, 남/여 40세, 20년만기, 전기납, 월납 5. 보장범위지수 세부산출 기준 - 남자, 40세, 10년만기, 전기납, 월납, 최초계약기준 - 암 진단자금 1,000만원, 소액암(기타피부암, 갑상선암, 제자리암 및 경계성종양)진단자금 200만원 6. 선택특약 예시 기준 - (무)항암약물치료보장특약Ⅱ(갱신형)(O), (무)항암방사선치료보장특약Ⅱ(갱신형)(O), (무)특정항암호르몬약물허가치료보장특약Ⅱ(갱신형)(O), (무)항암양성자방사선치료보장특약Ⅱ(갱신형)(O): 10년만기 전기납 갱신형 * 기타 자세한 사항은 상품요약서 참조",2025-09-01,CM,갱신형,,비유니버셜,,,,,순수보장
암보험,DB생명,(무)백년친구 건강보험(2405)1종(암보장형),2025-09-25 16:48:48,-,-,-,-,2.25 %,-,98.7 %,185.2 %,225.4 %,-,-,주계약,암진단자금,"3,000만원",2176800  원,"2,190,600  원","6,000만원","암보장개시일 이후에 ""중대한암"" 으로 진단확정시 [다만, 계약일로부터 1년 미만 유방암 발생시 25% 지급](최초1회한)",DB생명,(무)백년친구 건강보험(2405)1종(암보장형),1588-3131,"1. 상품형태: 1종(암보장형), 2종(2대질환보장형), 3종(3대질환보장형), 4종(치매보장형) 2. 보험기간: 100세만기 3. 납입기간: 3, 5, 7, 10, 15년납 4. 가입연령: 16세 ~ 최고 58세 (가입조건별 상이) 5. 보험료 및 보험가격지수 예시기준: 1종(암보장형), 40세, 100세만기, 15년납, 월납, 가입금액 3,000만원 6. 보장범위지수: 1종(암보장형), 남자 40세, 10년만기, 전기납, 월납 ※ 기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  방카슈랑스,비갱신형,,비유니버셜,,,,,만기환급
암보험,DB생명,(무)백년친구 건강보험(2405)1종(암보장형),2025-09-25 16:48:48,-,-,-,-,2.25 %,-,98.7 %,185.2 %,225.4 %,-,-,주계약,고액암진단자금,"3,000만원",2176800  원,"2,190,600  원","6,000만원",암보장개시일 이후에 고액암 진단확정시(최초 1회한),DB생명,(무)백년친구 건강보험(2405)1종(암보장형),1588-3131,"1. 상품형태: 1종(암보장형), 2종(2대질환보장형), 3종(3대질환보장형), 4종(치매보장형) 2. 보험기간: 100세만기 3. 납입기간: 3, 5, 7, 10, 15년납 4. 가입연령: 16세 ~ 최고 58세 (가입조건별 상이) 5. 보험료 및 보험가격지수 예시기준: 1종(암보장형), 40세, 100세만기, 15년납, 월납, 가입금액 3,000만원 6. 보장범위지수: 1종(암보장형), 남자 40세, 10년만기, 전기납, 월납 ※ 기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  방카슈랑스,비갱신형,,비유니버셜,,,,,만기환급
암보험,DB생명,(무)백년친구 건강보험(2405)1종(암보장형),2025-09-25 16:48:48,-,-,-,-,2.25 %,-,98.7 %,185.2 %,225.4 %,-,-,주계약,소액암진단자금,"3,000만원",2176800  원,"2,190,600  원",600만원,"소액치료비 관련암, 제자리암 또는 경계성종양으로 진단확정시(각 최초 1회한)",DB생명,(무)백년친구 건강보험(2405)1종(암보장형),1588-3131,"1. 상품형태: 1종(암보장형), 2종(2대질환보장형), 3종(3대질환보장형), 4종(치매보장형) 2. 보험기간: 100세만기 3. 납입기간: 3, 5, 7, 10, 15년납 4. 가입연령: 16세 ~ 최고 58세 (가입조건별 상이) 5. 보험료 및 보험가격지수 예시기준: 1종(암보장형), 40세, 100세만기, 15년납, 월납, 가입금액 3,000만원 6. 보장범위지수: 1종(암보장형), 남자 40세, 10년만기, 전기납, 월납 ※ 기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  방카슈랑스,비갱신형,,비유니버셜,,,,,만기환급
암보험,DB생명,(무)백년친구 건강보험(2405)1종(암보장형),2025-09-25 16:48:48,-,-,-,-,2.25 %,-,98.7 %,185.2 %,225.4 %,-,-,주계약,일시생활자금(중도생존급부금),"3,000만원",2176800  원,"2,190,600  원",이미 납입한 보험료의 100%,피보험자가 계약일로부터 20년이 지난 시점 계약해당일에 살아있을 때,DB생명,(무)백년친구 건강보험(2405)1종(암보장형),1588-3131,"1. 상품형태: 1종(암보장형), 2종(2대질환보장형), 3종(3대질환보장형), 4종(치매보장형) 2. 보험기간: 100세만기 3. 납입기간: 3, 5, 7, 10, 15년납 4. 가입연령: 16세 ~ 최고 58세 (가입조건별 상이) 5. 보험료 및 보험가격지수 예시기준: 1종(암보장형), 40세, 100세만기, 15년납, 월납, 가입금액 3,000만원 6. 보장범위지수: 1종(암보장형), 남자 40세, 10년만기, 전기납, 월납 ※ 기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  방카슈랑스,비갱신형,,비유니버셜,,,,,만기환급
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,주계약,암진단비,"2,000만원",39400  원,"32,400  원","고액치료비관련 암: 5,000만원 / 고액치료비관련 암 이외의 암 : 1,000만원(1년미만 50%, 유방암의 경우 계약일로부터 180일 경과 이전에 진단확정시에는 10% 지급)",암보장개시일 이후에 고액치료비관련 암 또는 고액치료비관련 암 이외의 암으로 진다확정 되었을 때(각각 최초 1회한),동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,주계약,기타피부암 진단비,"2,000만원",39400  원,"32,400  원",200만원(1년미만 50%),기타피부암으로 진단확정 되었을 때(최초1회한),동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,주계약,갑상선암 진단비,"2,000만원",39400  원,"32,400  원",200만원(1년미만 50%),갑상선암으로 진단확정 되었을 때(최초1회한),동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,주계약,제자리암 진단비,"2,000만원",39400  원,"32,400  원",200만원(1년미만 50%),제자리암으로 진단확정 되었을 때(최초1회한),동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,주계약,경계성종양 진단비,"2,000만원",39400  원,"32,400  원",200만원(1년미만 50%),경계성종양으로 진단확정 되었을 때(최초1회한),동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,특약,(무)방사선항암약물치료특약A2,"1,000만원",1005  원,853  원,"암: 100만원, 기타피부암 또는 갑상선암 : 20만원","'기타피부암 또는 갑상선암'으로 진단확정 되거나 암보장개시일 이후에 '암'으로 진단확정되고, 그 질병의 직접적인 치료를 목적으로 '항암방사선치료'를 받았을 때(각각 최초1회한) ※이외 보장담보는 상품요약서 참조",동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,특약,(무)표적항암약물허가치료특약(갱신형),"1,000만원",871  원,929  원,"최초계약의 계약일로부터 1년이상: 1,000만원 / 최초계약의 계약일로부터 1년미만 : 500만원","기타피부암 또는 갑상선암으로 진단확정되거나 암보장개시일 이후에 암으로 진단 확정되고, 그 질병의 직접적인 치료를 목적으로 ""표적항암약물허가치료""를 받았을 때(최초1회한)",동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,특약,(무)암(소액암제외)진단비특약A2,"1,000만원",14327  원,"10,995  원","보험가입금액(1년미만 50%, 유방암의 경우 180일 이내 10% 지급)",암보장개시일 이후에 암으로 진단확정되었을 때(최초1회한),동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,무배당수호천사NEW실속플러스하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,특약,(무)특정면역항암약물허가치료특약(갱신형),"1,000만원",133  원,217  원,"최초계약의 계약일로부터 1년이상: 1,000만원 / 최초계약의 계약일로부터 1년미만 : 500만원","기타피부암 또는 갑상선암으로 진단확정되거나 암보장개시일 이후에 암으로 진단 확정되고, 그 질병의 직접적인 치료를 목적으로 ""특정면역항암약물허가치료""를 받았을 때(최초1회한)",동양생명,무배당수호천사NEW실속플러스하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,(무)수호천사NEW실속하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,주계약,암진단비,"2,000만원",39400  원,"32,400  원","고액치료비관련 암: 5,000만원 / 고액치료비관련 암 이외의 암 : 1,000만원(1년미만 50%, 유방암의 경우 계약일로부터 180일 경과 이전에 진단확정시에는 10% 지급)",암보장개시일 이후에 고액치료비관련 암 또는 고액치료비관련 암 이외의 암으로 진다확정 되었을 때(각각 최초 1회한),동양생명,(무)수호천사NEW실속하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,(무)수호천사NEW실속하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,주계약,기타피부암 진단비,"2,000만원",39400  원,"32,400  원",200만원(1년미만 50%),기타피부암으로 진단확정 되었을 때(최초1회한),동양생명,(무)수호천사NEW실속하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
암보험,동양생명,(무)수호천사NEW실속하나로암보험,2025-09-25 16:48:48,-,-,-,-,3.00 %,-,140.9 %,103.1 %,106.4 %,-,-,주계약,갑상선암 진단비,"2,000만원",39400  원,"32,400  원",200만원(1년미만 50%),갑상선암으로 진단확정 되었을 때(최초1회한),동양생명,(무)수호천사NEW실속하나로암보험,1577-1004,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출",2024-04-01,대면채널  TM  기타,비갱신형,,비유니버셜,,,,,순수보장
